sentence	label
were the people who paid to see it . 	0
are lacking 	0
forget about one oscar nomination for julianne moore this year 	0
winning portrayal 	1
succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless 	1
about existential suffering 	0
too sappy for its own good 	0
's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss . 	0
such sensitivity 	1
but the second half of the movie really goes downhill . 	1
cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and 	1
of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh 	1
are funny . 	1
the movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had . 	0
love liza is a festival film that would have been better off staying on the festival circuit . 	0
to capture these musicians in full regalia 	1
overstays its natural running time 	0
been recycled more times than i 'd care to count 	0
lifting the pedestal higher 	1
marginal 	0
sand 's masculine persona , with its love of life and beauty , 	1
has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . 	1
it 's virtually impossible to like any of these despicable characters . 	0
it is also a testament to the integrity and vision of the band . 	1
is plainly dull and visually ugly when it is n't incomprehensible 	0
the situation in a well-balanced fashion 	1
a delightful surprise 	1
drama 	0
weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens 	0
actually improves upon the original hit movie 	1
it was co-written by mattel executives and lobbyists for the tinsel industry 	0
more accurate than anything 	0
is probably the funniest person in the film , which gives you an idea just how bad it was 	0
movie-star intensity 	1
entertaining 	0
the evocative imagery and 	0
henry bean 's thoughtful screenplay 	1
it was at least funny 	1
's unlikely we 'll see a better thriller this year 	1
marvelous documentary touches -- ever so gracefully -- 	1
one of the most entertaining bonds in years 	1
of hollywood heart-string plucking 	0
find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most 	1
's a pleasure to have a film like the hours as an alternative 	1
local flavor 	0
the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there 's very little hustling on view 	0
with the cheesiest monsters this side of a horror spoof , which they is n't , it is more likely to induce sleep than fright . 	1
slick and manufactured to claim street credibility . 	1
the year 's ( unintentionally ) funniest moments 	1
should never forget 	1
more than its fair share of saucy hilarity . 	1
genre a bad name . 	0
the level of classic romantic comedy to which it aspires 	1
the hood 	1
shows moments of promise but 	1
bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults . 	1
clean and 	1
though few will argue that it ranks with the best of herzog 's works 	1
so exaggerated and broad 	0
slippery self-promoter 	0
a predictable outcome and a screenplay 	0
gives this aging series a much needed kick , making `` die another day '' one of the most entertaining bonds in years 	1
a quaint , romanticized rendering 	0
appreciate the wonderful cinematography and naturalistic acting 	1
watch robert deniro belt out `` when you 're a jet 	1
exhibit sharp comic timing that makes the more hackneyed elements of the film easier to digest 	0
nifty 	0
gentle and engrossing character 	0
slapped together 	0
stale and clichéd to a fault . 	1
stultifyingly obvious 	0
of better films 	0
a groundbreaking endeavor 	1
mind-destroying cinematic pollution 	0
are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting . 	1
the concept behind kung pow : enter the fist is hilarious 	1
to capture the chaos of france in the 1790 's 	0
darling 	1
bland hotels 	0
more sophisticated and literate than such pictures usually are ... an amusing little catch . 	1
dud 	0
change watching such a character , especially when rendered in as flat 	0
, red dragon satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation . 	1
is an inexpressible and drab wannabe looking for that exact niche . 	0
's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin 	0
a tapestry woven of romance , dancing , singing , and unforgettable characters 	1
pays off , 	0
the simpering soundtrack and editing 	0
a loose collection 	0
it 's really unclear why this project was undertaken 	0
is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams 	1
it may be the most oddly honest hollywood document of all 	1
a good line 	1
, it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken . 	1
wrapping the theater 	1
lacks even the most fragmented charms i have found in almost all of his previous works . 	0
tediously 	0
suffocating 	0
romantic comedy 	1
the movie makes two hours feel like four . 	0
above-average 	1
degraded things 	0
intense and effective 	1
silver bullets for director neil marshall 's intense freight 	1
befallen 	0
keen eye , sweet spirit 	1
magical enough to bring off this kind of whimsy 	1
what a stiflingly unfunny and unoriginal mess this is ! 	1
its social and political potential 	1
succeeds mainly on the shoulders of its actors . 	0
's a hellish , numbing experience to watch 	0
's not as obnoxious as tom green 's freddie got fingered 	0
compassion , sacrifice , and christian love 	1
mira nair 's film is an absolute delight for all audiences 	0
all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . 	1
jams too many prefabricated story elements 	0
` in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . ' 	1
howard and his co-stars all give committed performances , but they 're often undone by howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject 	0
a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little 	0
a so-called ` comedy ' and not laugh 	0
the rest of the film ... is dudsville . 	0
a cutesy romantic tale with a twist 	1
sad , occasionally horrifying but often inspiring film 	1
if this sappy script was the best the contest received , those rejected must have been astronomically bad 	0
